utt_id,score,label
LIBRI_BONAFIDE_0167,0.993597,1
TTS_SPOOF_0176,0.944845,0
LIBRI_BONAFIDE_0079,0.992443,1
TTS_SPOOF_0293,0.980706,0
LIBRI_BONAFIDE_0261,0.984490,1
LIBRI_BONAFIDE_0040,0.979500,1
LIBRI_BONAFIDE_0158,0.992637,1
TTS_SPOOF_0087,0.987335,0
TTS_SPOOF_0278,0.938543,0
LIBRI_BONAFIDE_0078,0.989553,1
TTS_SPOOF_0137,0.944845,0
TTS_SPOOF_0250,0.967348,0
TTS_SPOOF_0243,0.967487,0
TTS_SPOOF_0027,0.965639,0
TTS_SPOOF_0191,0.957657,0
LIBRI_BONAFIDE_0205,0.972195,1
TTS_SPOOF_0155,0.924503,0
LIBRI_BONAFIDE_0212,0.984042,1
LIBRI_BONAFIDE_0256,0.984563,1
TTS_SPOOF_0120,0.909403,0
LIBRI_BONAFIDE_0146,0.992379,1
LIBRI_BONAFIDE_0259,0.932607,1
LIBRI_BONAFIDE_0203,0.886366,1
LIBRI_BONAFIDE_0030,0.992760,1
LIBRI_BONAFIDE_0020,0.978897,1
LIBRI_BONAFIDE_0110,0.996228,1
LIBRI_BONAFIDE_0134,0.983330,1
LIBRI_BONAFIDE_0007,0.991438,1
LIBRI_BONAFIDE_0034,0.997121,1
TTS_SPOOF_0000,0.956823,0
LIBRI_BONAFIDE_0008,0.989737,1
LIBRI_BONAFIDE_0037,0.974387,1
LIBRI_BONAFIDE_0241,0.982600,1
LIBRI_BONAFIDE_0088,0.981512,1
TTS_SPOOF_0049,0.945526,0
LIBRI_BONAFIDE_0279,0.956926,1
LIBRI_BONAFIDE_0187,0.982636,1
LIBRI_BONAFIDE_0215,0.965088,1
LIBRI_BONAFIDE_0291,0.983268,1
LIBRI_BONAFIDE_0198,0.993190,1
TTS_SPOOF_0153,0.968748,0
LIBRI_BONAFIDE_0162,0.927872,1
TTS_SPOOF_0193,0.957657,0
LIBRI_BONAFIDE_0006,0.966051,1
LIBRI_BONAFIDE_0270,0.925041,1
TTS_SPOOF_0203,0.938614,0
TTS_SPOOF_0291,0.940305,0
TTS_SPOOF_0026,0.968045,0
TTS_SPOOF_0257,0.942190,0
LIBRI_BONAFIDE_0123,0.959149,1
LIBRI_BONAFIDE_0057,0.989415,1
LIBRI_BONAFIDE_0197,0.974123,1
TTS_SPOOF_0254,0.974336,0
LIBRI_BONAFIDE_0122,0.947478,1
LIBRI_BONAFIDE_0027,0.987099,1
TTS_SPOOF_0098,0.940305,0
LIBRI_BONAFIDE_0151,0.986697,1
LIBRI_BONAFIDE_0200,0.992105,1
LIBRI_BONAFIDE_0096,0.849654,1
LIBRI_BONAFIDE_0260,0.979007,1
TTS_SPOOF_0010,0.980706,0
TTS_SPOOF_0205,0.944845,0
LIBRI_BONAFIDE_0105,0.996239,1
TTS_SPOOF_0252,0.967348,0
TTS_SPOOF_0037,0.967487,0
LIBRI_BONAFIDE_0013,0.992129,1
TTS_SPOOF_0053,0.993132,0
TTS_SPOOF_0271,0.970263,0
TTS_SPOOF_0011,0.968748,0
TTS_SPOOF_0122,0.984164,0
TTS_SPOOF_0094,0.948024,0
TTS_SPOOF_0007,0.938614,0
TTS_SPOOF_0260,0.977400,0
TTS_SPOOF_0215,0.983524,0
LIBRI_BONAFIDE_0043,0.987543,1
TTS_SPOOF_0265,0.972690,0
LIBRI_BONAFIDE_0141,0.995057,1
LIBRI_BONAFIDE_0126,0.979743,1
TTS_SPOOF_0110,0.944213,0
TTS_SPOOF_0214,0.988153,0
TTS_SPOOF_0198,0.966471,0
TTS_SPOOF_0123,0.982359,0
TTS_SPOOF_0285,0.938543,0
TTS_SPOOF_0073,0.979518,0
TTS_SPOOF_0001,0.985304,0
LIBRI_BONAFIDE_0063,0.992568,1
TTS_SPOOF_0136,0.967450,0
LIBRI_BONAFIDE_0071,0.989199,1
LIBRI_BONAFIDE_0051,0.968940,1
LIBRI_BONAFIDE_0044,0.991659,1
LIBRI_BONAFIDE_0111,0.995538,1
LIBRI_BONAFIDE_0226,0.995484,1
TTS_SPOOF_0221,0.938614,0
TTS_SPOOF_0015,0.967348,0
LIBRI_BONAFIDE_0210,0.964042,1
TTS_SPOOF_0246,0.964773,0
TTS_SPOOF_0083,0.979175,0
TTS_SPOOF_0021,0.784703,0
TTS_SPOOF_0171,0.978501,0
TTS_SPOOF_0069,0.967450,0
LIBRI_BONAFIDE_0179,0.994849,1
LIBRI_BONAFIDE_0225,0.985810,1
TTS_SPOOF_0186,0.977114,0
TTS_SPOOF_0187,0.984004,0
TTS_SPOOF_0012,0.978348,0
TTS_SPOOF_0161,0.951629,0
LIBRI_BONAFIDE_0288,0.966844,1
LIBRI_BONAFIDE_0271,0.989947,1
LIBRI_BONAFIDE_0035,0.996987,1
LIBRI_BONAFIDE_0073,0.955837,1
TTS_SPOOF_0046,0.979414,0
TTS_SPOOF_0028,0.982482,0
LIBRI_BONAFIDE_0068,0.957252,1
TTS_SPOOF_0085,0.960473,0
TTS_SPOOF_0116,0.967355,0
TTS_SPOOF_0096,0.948024,0
LIBRI_BONAFIDE_0195,0.996776,1
LIBRI_BONAFIDE_0070,0.976130,1
LIBRI_BONAFIDE_0153,0.916170,1
LIBRI_BONAFIDE_0188,0.986763,1
LIBRI_BONAFIDE_0160,0.996997,1
TTS_SPOOF_0145,0.967487,0
LIBRI_BONAFIDE_0052,0.983370,1
TTS_SPOOF_0244,0.979593,0
TTS_SPOOF_0074,0.988233,0
LIBRI_BONAFIDE_0045,0.992197,1
LIBRI_BONAFIDE_0196,0.986812,1
LIBRI_BONAFIDE_0117,0.974979,1
LIBRI_BONAFIDE_0036,0.989284,1
TTS_SPOOF_0217,0.967715,0
TTS_SPOOF_0168,0.951629,0
TTS_SPOOF_0055,0.956823,0
TTS_SPOOF_0229,0.909482,0
TTS_SPOOF_0140,0.950756,0
LIBRI_BONAFIDE_0061,0.991420,1
TTS_SPOOF_0118,0.974997,0
LIBRI_BONAFIDE_0175,0.984268,1
TTS_SPOOF_0287,0.985304,0
TTS_SPOOF_0188,0.956823,0
LIBRI_BONAFIDE_0004,0.977769,1
LIBRI_BONAFIDE_0227,0.977412,1
TTS_SPOOF_0048,0.971098,0
LIBRI_BONAFIDE_0265,0.940077,1
LIBRI_BONAFIDE_0115,0.997139,1
TTS_SPOOF_0003,0.882384,0
TTS_SPOOF_0204,0.950756,0
LIBRI_BONAFIDE_0039,0.996515,1
LIBRI_BONAFIDE_0244,0.981187,1
LIBRI_BONAFIDE_0109,0.993579,1
TTS_SPOOF_0211,0.967472,0
LIBRI_BONAFIDE_0048,0.996884,1
TTS_SPOOF_0060,0.971302,0
LIBRI_BONAFIDE_0046,0.992894,1
TTS_SPOOF_0194,0.963329,0
TTS_SPOOF_0208,0.848493,0
LIBRI_BONAFIDE_0119,0.997334,1
TTS_SPOOF_0086,0.964283,0
TTS_SPOOF_0058,0.979518,0
TTS_SPOOF_0071,0.964292,0
LIBRI_BONAFIDE_0156,0.979538,1
TTS_SPOOF_0020,0.964773,0
LIBRI_BONAFIDE_0202,0.978763,1
LIBRI_BONAFIDE_0026,0.981720,1
LIBRI_BONAFIDE_0084,0.968249,1
TTS_SPOOF_0202,0.960473,0
TTS_SPOOF_0247,0.918742,0
TTS_SPOOF_0040,0.990915,0
LIBRI_BONAFIDE_0190,0.947721,1
TTS_SPOOF_0298,0.944845,0
LIBRI_BONAFIDE_0128,0.975083,1
LIBRI_BONAFIDE_0184,0.988119,1
TTS_SPOOF_0238,0.993469,0
TTS_SPOOF_0219,0.938614,0
LIBRI_BONAFIDE_0140,0.994639,1
TTS_SPOOF_0148,0.972690,0
TTS_SPOOF_0177,0.967348,0
TTS_SPOOF_0147,0.970076,0
LIBRI_BONAFIDE_0081,0.958995,1
LIBRI_BONAFIDE_0154,0.992946,1
TTS_SPOOF_0032,0.963329,0
TTS_SPOOF_0213,0.945526,0
LIBRI_BONAFIDE_0067,0.977103,1
TTS_SPOOF_0240,0.969184,0
TTS_SPOOF_0052,0.985304,0
LIBRI_BONAFIDE_0103,0.983989,1
LIBRI_BONAFIDE_0219,0.996678,1
TTS_SPOOF_0190,0.939626,0
TTS_SPOOF_0207,0.971526,0
LIBRI_BONAFIDE_0000,0.935227,1
TTS_SPOOF_0167,0.974336,0
TTS_SPOOF_0297,0.918742,0
LIBRI_BONAFIDE_0161,0.918959,1
LIBRI_BONAFIDE_0127,0.991747,1
LIBRI_BONAFIDE_0016,0.992817,1
TTS_SPOOF_0170,0.918742,0
LIBRI_BONAFIDE_0101,0.986805,1
LIBRI_BONAFIDE_0047,0.986279,1
LIBRI_BONAFIDE_0049,0.979421,1
TTS_SPOOF_0051,0.967348,0
TTS_SPOOF_0196,0.984004,0
LIBRI_BONAFIDE_0133,0.970661,1
TTS_SPOOF_0045,0.918742,0
LIBRI_BONAFIDE_0290,0.989129,1
TTS_SPOOF_0030,0.993132,0
LIBRI_BONAFIDE_0274,0.972811,1
TTS_SPOOF_0206,0.918742,0
LIBRI_BONAFIDE_0216,0.995120,1
TTS_SPOOF_0139,0.964283,0
TTS_SPOOF_0295,0.989867,0
TTS_SPOOF_0107,0.939626,0
LIBRI_BONAFIDE_0064,0.979825,1
TTS_SPOOF_0066,0.950756,0
TTS_SPOOF_0169,0.970076,0
TTS_SPOOF_0273,0.988188,0
LIBRI_BONAFIDE_0002,0.984701,1
TTS_SPOOF_0035,0.909482,0
TTS_SPOOF_0199,0.968628,0
TTS_SPOOF_0165,0.941820,0
TTS_SPOOF_0077,0.929783,0
LIBRI_BONAFIDE_0284,0.968654,1
TTS_SPOOF_0227,0.993132,0
TTS_SPOOF_0112,0.948024,0
LIBRI_BONAFIDE_0095,0.985850,1
LIBRI_BONAFIDE_0077,0.984218,1
TTS_SPOOF_0162,0.784703,0
TTS_SPOOF_0084,0.941820,0
TTS_SPOOF_0124,0.985304,0
LIBRI_BONAFIDE_0275,0.990105,1
LIBRI_BONAFIDE_0145,0.913811,1
TTS_SPOOF_0201,0.957657,0
TTS_SPOOF_0102,0.967450,0
TTS_SPOOF_0292,0.909403,0
TTS_SPOOF_0029,0.963329,0
LIBRI_BONAFIDE_0149,0.984504,1
LIBRI_BONAFIDE_0255,0.966757,1
LIBRI_BONAFIDE_0135,0.989041,1
LIBRI_BONAFIDE_0129,0.984451,1
LIBRI_BONAFIDE_0283,0.971883,1
TTS_SPOOF_0275,0.968748,0
TTS_SPOOF_0121,0.940305,0
LIBRI_BONAFIDE_0138,0.941972,1
LIBRI_BONAFIDE_0097,0.972447,1
TTS_SPOOF_0226,0.923151,0
LIBRI_BONAFIDE_0273,0.986293,1
LIBRI_BONAFIDE_0296,0.988797,1
LIBRI_BONAFIDE_0299,0.990060,1
TTS_SPOOF_0031,0.940305,0
LIBRI_BONAFIDE_0172,0.985094,1
TTS_SPOOF_0251,0.966471,0
LIBRI_BONAFIDE_0287,0.992307,1
TTS_SPOOF_0245,0.951629,0
TTS_SPOOF_0281,0.941820,0
LIBRI_BONAFIDE_0060,0.983955,1
TTS_SPOOF_0277,0.968748,0
LIBRI_BONAFIDE_0211,0.986928,1
LIBRI_BONAFIDE_0142,0.970078,1
LIBRI_BONAFIDE_0169,0.991450,1
TTS_SPOOF_0138,0.967348,0
TTS_SPOOF_0059,0.971148,0
LIBRI_BONAFIDE_0214,0.993357,1
LIBRI_BONAFIDE_0242,0.993078,1
LIBRI_BONAFIDE_0120,0.982814,1
TTS_SPOOF_0149,0.971302,0
LIBRI_BONAFIDE_0089,0.987614,1
TTS_SPOOF_0056,0.967715,0
LIBRI_BONAFIDE_0269,0.990776,1
TTS_SPOOF_0160,0.958833,0
LIBRI_BONAFIDE_0033,0.952356,1
TTS_SPOOF_0004,0.967450,0
LIBRI_BONAFIDE_0253,0.991639,1
LIBRI_BONAFIDE_0104,0.961792,1
TTS_SPOOF_0135,0.988188,0
LIBRI_BONAFIDE_0223,0.994962,1
TTS_SPOOF_0259,0.918742,0
TTS_SPOOF_0151,0.964292,0
LIBRI_BONAFIDE_0042,0.994936,1
TTS_SPOOF_0255,0.967348,0
